# File written by the predict_spectrum.py script.
# frequency (cm^-1)	Intensity
5.42621e+02	5.85213e-02
5.43322e+02	5.86850e-02
5.44022e+02	5.88494e-02
5.44722e+02	5.90145e-02
5.45423e+02	5.91804e-02
5.46123e+02	5.93469e-02
5.46823e+02	5.95141e-02
5.47524e+02	5.96821e-02
5.48224e+02	5.98507e-02
5.48924e+02	6.00201e-02
5.49625e+02	6.01902e-02
5.50325e+02	6.03611e-02
5.51026e+02	6.05327e-02
5.51726e+02	6.07050e-02
5.52426e+02	6.08781e-02
5.53127e+02	6.10519e-02
5.53827e+02	6.12265e-02
5.54527e+02	6.14018e-02
5.55228e+02	6.15779e-02
5.55928e+02	6.17548e-02
5.56628e+02	6.19324e-02
5.57329e+02	6.21108e-02
5.58029e+02	6.22900e-02
5.58729e+02	6.24700e-02
5.59430e+02	6.26508e-02
5.60130e+02	6.28323e-02
5.60830e+02	6.30147e-02
5.61531e+02	6.31979e-02
5.62231e+02	6.33818e-02
5.62931e+02	6.35666e-02
5.63632e+02	6.37522e-02
5.64332e+02	6.39387e-02
5.65033e+02	6.41259e-02
5.65733e+02	6.43140e-02
5.66433e+02	6.45029e-02
5.67134e+02	6.46927e-02
5.67834e+02	6.48833e-02
5.68534e+02	6.50748e-02
5.69235e+02	6.52671e-02
5.69935e+02	6.54603e-02
5.70635e+02	6.56544e-02
5.71336e+02	6.58493e-02
5.72036e+02	6.60451e-02
5.72736e+02	6.62418e-02
5.73437e+02	6.64394e-02
5.74137e+02	6.66379e-02
5.74837e+02	6.68373e-02
5.75538e+02	6.70376e-02
5.76238e+02	6.72388e-02
5.76938e+02	6.74409e-02
5.77639e+02	6.76439e-02
5.78339e+02	6.78479e-02
5.79040e+02	6.80528e-02
5.79740e+02	6.82586e-02
5.80440e+02	6.84654e-02
5.81141e+02	6.86732e-02
5.81841e+02	6.88819e-02
5.82541e+02	6.90915e-02
5.83242e+02	6.93022e-02
5.83942e+02	6.95138e-02
5.84642e+02	6.97264e-02
5.85343e+02	6.99400e-02
5.86043e+02	7.01545e-02
5.86743e+02	7.03701e-02
5.87444e+02	7.05867e-02
5.88144e+02	7.08043e-02
5.88844e+02	7.10229e-02
5.89545e+02	7.12425e-02
5.90245e+02	7.14632e-02
5.90945e+02	7.16849e-02
5.91646e+02	7.19077e-02
5.92346e+02	7.21315e-02
5.93047e+02	7.23563e-02
5.93747e+02	7.25823e-02
5.94447e+02	7.28093e-02
5.95148e+02	7.30373e-02
5.95848e+02	7.32665e-02
5.96548e+02	7.34968e-02
5.97249e+02	7.37281e-02
5.97949e+02	7.39606e-02
5.98649e+02	7.41942e-02
5.99350e+02	7.44289e-02
6.00050e+02	7.46647e-02
6.00750e+02	7.49017e-02
6.01451e+02	7.51398e-02
6.02151e+02	7.53790e-02
6.02851e+02	7.56194e-02
6.03552e+02	7.58610e-02
6.04252e+02	7.61038e-02
6.04952e+02	7.63477e-02
6.05653e+02	7.65928e-02
6.06353e+02	7.68392e-02
6.07054e+02	7.70867e-02
6.07754e+02	7.73354e-02
6.08454e+02	7.75854e-02
6.09155e+02	7.78366e-02
6.09855e+02	7.80890e-02
6.10555e+02	7.83427e-02
6.11256e+02	7.85976e-02
6.11956e+02	7.88538e-02
6.12656e+02	7.91112e-02
6.13357e+02	7.93699e-02
6.14057e+02	7.96300e-02
6.14757e+02	7.98913e-02
6.15458e+02	8.01539e-02
6.16158e+02	8.04178e-02
6.16858e+02	8.06831e-02
6.17559e+02	8.09496e-02
6.18259e+02	8.12176e-02
6.18959e+02	8.14868e-02
6.19660e+02	8.17575e-02
6.20360e+02	8.20294e-02
6.21061e+02	8.23028e-02
6.21761e+02	8.25776e-02
6.22461e+02	8.28537e-02
6.23162e+02	8.31313e-02
6.23862e+02	8.34102e-02
6.24562e+02	8.36906e-02
6.25263e+02	8.39724e-02
6.25963e+02	8.42557e-02
6.26663e+02	8.45404e-02
6.27364e+02	8.48266e-02
6.28064e+02	8.51143e-02
6.28764e+02	8.54034e-02
6.29465e+02	8.56940e-02
6.30165e+02	8.59862e-02
6.30865e+02	8.62798e-02
6.31566e+02	8.65750e-02
6.32266e+02	8.68717e-02
6.32966e+02	8.71700e-02
6.33667e+02	8.74698e-02
6.34367e+02	8.77712e-02
6.35068e+02	8.80742e-02
6.35768e+02	8.83787e-02
6.36468e+02	8.86849e-02
6.37169e+02	8.89927e-02
6.37869e+02	8.93021e-02
6.38569e+02	8.96131e-02
6.39270e+02	8.99258e-02
6.39970e+02	9.02401e-02
6.40670e+02	9.05561e-02
6.41371e+02	9.08738e-02
6.42071e+02	9.11932e-02
6.42771e+02	9.15143e-02
6.43472e+02	9.18372e-02
6.44172e+02	9.21617e-02
6.44872e+02	9.24880e-02
6.45573e+02	9.28161e-02
6.46273e+02	9.31459e-02
6.46973e+02	9.34775e-02
6.47674e+02	9.38109e-02
6.48374e+02	9.41462e-02
6.49075e+02	9.44832e-02
6.49775e+02	9.48221e-02
6.50475e+02	9.51628e-02
6.51176e+02	9.55054e-02
6.51876e+02	9.58499e-02
6.52576e+02	9.61962e-02
6.53277e+02	9.65445e-02
6.53977e+02	9.68947e-02
6.54677e+02	9.72468e-02
6.55378e+02	9.76009e-02
6.56078e+02	9.79569e-02
6.56778e+02	9.83149e-02
6.57479e+02	9.86749e-02
6.58179e+02	9.90369e-02
6.58879e+02	9.94009e-02
6.59580e+02	9.97670e-02
6.60280e+02	1.00135e-01
6.60980e+02	1.00505e-01
6.61681e+02	1.00878e-01
6.62381e+02	1.01252e-01
6.63082e+02	1.01628e-01
6.63782e+02	1.02007e-01
6.64482e+02	1.02388e-01
6.65183e+02	1.02771e-01
6.65883e+02	1.03156e-01
6.66583e+02	1.03543e-01
6.67284e+02	1.03933e-01
6.67984e+02	1.04324e-01
6.68684e+02	1.04718e-01
6.69385e+02	1.05115e-01
6.70085e+02	1.05513e-01
6.70785e+02	1.05914e-01
6.71486e+02	1.06317e-01
6.72186e+02	1.06723e-01
6.72886e+02	1.07130e-01
6.73587e+02	1.07541e-01
6.74287e+02	1.07953e-01
6.74987e+02	1.08368e-01
6.75688e+02	1.08786e-01
6.76388e+02	1.09206e-01
6.77089e+02	1.09628e-01
6.77789e+02	1.10053e-01
6.78489e+02	1.10480e-01
6.79190e+02	1.10910e-01
6.79890e+02	1.11343e-01
6.80590e+02	1.11778e-01
6.81291e+02	1.12215e-01
6.81991e+02	1.12655e-01
6.82691e+02	1.13098e-01
6.83392e+02	1.13544e-01
6.84092e+02	1.13992e-01
6.84792e+02	1.14443e-01
6.85493e+02	1.14896e-01
6.86193e+02	1.15353e-01
6.86893e+02	1.15812e-01
6.87594e+02	1.16274e-01
6.88294e+02	1.16738e-01
6.88994e+02	1.17206e-01
6.89695e+02	1.17676e-01
6.90395e+02	1.18149e-01
6.91096e+02	1.18626e-01
6.91796e+02	1.19105e-01
6.92496e+02	1.19587e-01
6.93197e+02	1.20072e-01
6.93897e+02	1.20559e-01
6.94597e+02	1.21050e-01
6.95298e+02	1.21544e-01
6.95998e+02	1.22042e-01
6.96698e+02	1.22542e-01
6.97399e+02	1.23045e-01
6.98099e+02	1.23552e-01
6.98799e+02	1.24061e-01
6.99500e+02	1.24574e-01
7.00200e+02	1.25090e-01
7.00900e+02	1.25609e-01
7.01601e+02	1.26132e-01
7.02301e+02	1.26658e-01
7.03002e+02	1.27187e-01
7.03702e+02	1.27720e-01
7.04402e+02	1.28256e-01
7.05103e+02	1.28796e-01
7.05803e+02	1.29338e-01
