# File written by the predict_spectrum.py script.
# frequency (cm^-1)	Intensity
5.51026e+02	9.03425e+01
5.51726e+02	8.99106e+01
5.52426e+02	8.94818e+01
5.53127e+02	8.90561e+01
5.53827e+02	8.86334e+01
5.54527e+02	8.82137e+01
5.55228e+02	8.77970e+01
5.55928e+02	8.73832e+01
5.56628e+02	8.69723e+01
5.57329e+02	8.65644e+01
5.58029e+02	8.61593e+01
5.58729e+02	8.57570e+01
5.59430e+02	8.53576e+01
5.60130e+02	8.49609e+01
5.60830e+02	8.45670e+01
5.61531e+02	8.41759e+01
5.62231e+02	8.37874e+01
5.62931e+02	8.34017e+01
5.63632e+02	8.30186e+01
5.64332e+02	8.26381e+01
5.65033e+02	8.22602e+01
5.65733e+02	8.18850e+01
5.66433e+02	8.15123e+01
5.67134e+02	8.11421e+01
5.67834e+02	8.07744e+01
5.68534e+02	8.04093e+01
5.69235e+02	8.00466e+01
5.69935e+02	7.96864e+01
5.70635e+02	7.93286e+01
5.71336e+02	7.89732e+01
5.72036e+02	7.86201e+01
5.72736e+02	7.82695e+01
5.73437e+02	7.79212e+01
5.74137e+02	7.75752e+01
5.74837e+02	7.72315e+01
5.75538e+02	7.68901e+01
5.76238e+02	7.65510e+01
5.76938e+02	7.62140e+01
5.77639e+02	7.58794e+01
5.78339e+02	7.55469e+01
5.79040e+02	7.52166e+01
5.79740e+02	7.48884e+01
5.80440e+02	7.45624e+01
5.81141e+02	7.42386e+01
5.81841e+02	7.39168e+01
5.82541e+02	7.35971e+01
5.83242e+02	7.32795e+01
5.83942e+02	7.29640e+01
5.84642e+02	7.26504e+01
5.85343e+02	7.23389e+01
5.86043e+02	7.20294e+01
5.86743e+02	7.17219e+01
5.87444e+02	7.14164e+01
5.88144e+02	7.11128e+01
5.88844e+02	7.08111e+01
5.89545e+02	7.05114e+01
5.90245e+02	7.02135e+01
5.90945e+02	6.99175e+01
5.91646e+02	6.96234e+01
5.92346e+02	6.93312e+01
5.93047e+02	6.90408e+01
5.93747e+02	6.87522e+01
5.94447e+02	6.84654e+01
5.95148e+02	6.81804e+01
5.95848e+02	6.78972e+01
5.96548e+02	6.76158e+01
5.97249e+02	6.73361e+01
5.97949e+02	6.70581e+01
5.98649e+02	6.67818e+01
5.99350e+02	6.65073e+01
6.00050e+02	6.62344e+01
6.00750e+02	6.59633e+01
6.01451e+02	6.56938e+01
6.02151e+02	6.54259e+01
6.02851e+02	6.51597e+01
6.03552e+02	6.48950e+01
6.04252e+02	6.46320e+01
6.04952e+02	6.43706e+01
6.05653e+02	6.41108e+01
6.06353e+02	6.38526e+01
6.07054e+02	6.35959e+01
6.07754e+02	6.33407e+01
6.08454e+02	6.30871e+01
6.09155e+02	6.28350e+01
6.09855e+02	6.25844e+01
6.10555e+02	6.23354e+01
6.11256e+02	6.20878e+01
6.11956e+02	6.18416e+01
6.12656e+02	6.15970e+01
6.13357e+02	6.13538e+01
6.14057e+02	6.11120e+01
6.14757e+02	6.08716e+01
6.15458e+02	6.06327e+01
6.16158e+02	6.03952e+01
6.16858e+02	6.01590e+01
6.17559e+02	5.99243e+01
6.18259e+02	5.96909e+01
6.18959e+02	5.94589e+01
6.19660e+02	5.92282e+01
6.20360e+02	5.89989e+01
6.21061e+02	5.87709e+01
6.21761e+02	5.85442e+01
6.22461e+02	5.83188e+01
6.23162e+02	5.80947e+01
6.23862e+02	5.78720e+01
6.24562e+02	5.76505e+01
6.25263e+02	5.74302e+01
6.25963e+02	5.72113e+01
6.26663e+02	5.69935e+01
6.27364e+02	5.67770e+01
6.28064e+02	5.65618e+01
6.28764e+02	5.63478e+01
6.29465e+02	5.61350e+01
6.30165e+02	5.59234e+01
6.30865e+02	5.57129e+01
6.31566e+02	5.55037e+01
6.32266e+02	5.52957e+01
6.32966e+02	5.50888e+01
6.33667e+02	5.48830e+01
6.34367e+02	5.46785e+01
6.35068e+02	5.44750e+01
6.35768e+02	5.42727e+01
6.36468e+02	5.40716e+01
6.37169e+02	5.38715e+01
6.37869e+02	5.36726e+01
6.38569e+02	5.34747e+01
6.39270e+02	5.32780e+01
6.39970e+02	5.30823e+01
6.40670e+02	5.28877e+01
6.41371e+02	5.26942e+01
6.42071e+02	5.25017e+01
6.42771e+02	5.23103e+01
6.43472e+02	5.21199e+01
6.44172e+02	5.19306e+01
6.44872e+02	5.17423e+01
6.45573e+02	5.15550e+01
6.46273e+02	5.13688e+01
6.46973e+02	5.11835e+01
6.47674e+02	5.09993e+01
6.48374e+02	5.08160e+01
6.49075e+02	5.06337e+01
6.49775e+02	5.04525e+01
6.50475e+02	5.02721e+01
6.51176e+02	5.00928e+01
6.51876e+02	4.99144e+01
6.52576e+02	4.97369e+01
6.53277e+02	4.95604e+01
6.53977e+02	4.93849e+01
6.54677e+02	4.92103e+01
6.55378e+02	4.90365e+01
6.56078e+02	4.88638e+01
6.56778e+02	4.86919e+01
6.57479e+02	4.85209e+01
6.58179e+02	4.83508e+01
6.58879e+02	4.81817e+01
6.59580e+02	4.80134e+01
6.60280e+02	4.78460e+01
6.60980e+02	4.76794e+01
6.61681e+02	4.75138e+01
6.62381e+02	4.73490e+01
6.63082e+02	4.71850e+01
6.63782e+02	4.70219e+01
6.64482e+02	4.68597e+01
6.65183e+02	4.66983e+01
6.65883e+02	4.65377e+01
6.66583e+02	4.63779e+01
6.67284e+02	4.62190e+01
6.67984e+02	4.60609e+01
6.68684e+02	4.59036e+01
6.69385e+02	4.57471e+01
6.70085e+02	4.55914e+01
6.70785e+02	4.54365e+01
6.71486e+02	4.52823e+01
6.72186e+02	4.51290e+01
6.72886e+02	4.49764e+01
6.73587e+02	4.48246e+01
6.74287e+02	4.46736e+01
6.74987e+02	4.45234e+01
6.75688e+02	4.43739e+01
6.76388e+02	4.42251e+01
6.77089e+02	4.40771e+01
6.77789e+02	4.39299e+01
6.78489e+02	4.37833e+01
6.79190e+02	4.36375e+01
6.79890e+02	4.34925e+01
6.80590e+02	4.33481e+01
6.81291e+02	4.32045e+01
6.81991e+02	4.30616e+01
6.82691e+02	4.29194e+01
6.83392e+02	4.27779e+01
6.84092e+02	4.26371e+01
6.84792e+02	4.24970e+01
6.85493e+02	4.23576e+01
