# File written by the predict_spectrum.py script.
# frequency (cm^-1)	Intensity
4.52976e+02	4.03643e-02
4.53677e+02	4.04599e-02
4.54377e+02	4.05559e-02
4.55078e+02	4.06523e-02
4.55778e+02	4.07490e-02
4.56478e+02	4.08460e-02
4.57179e+02	4.09434e-02
4.57879e+02	4.10411e-02
4.58579e+02	4.11392e-02
4.59280e+02	4.12377e-02
4.59980e+02	4.13365e-02
4.60680e+02	4.14356e-02
4.61381e+02	4.15352e-02
4.62081e+02	4.16350e-02
4.62781e+02	4.17353e-02
4.63482e+02	4.18359e-02
4.64182e+02	4.19369e-02
4.64882e+02	4.20382e-02
4.65583e+02	4.21400e-02
4.66283e+02	4.22421e-02
4.66983e+02	4.23445e-02
4.67684e+02	4.24474e-02
4.68384e+02	4.25506e-02
4.69085e+02	4.26542e-02
4.69785e+02	4.27582e-02
4.70485e+02	4.28626e-02
4.71186e+02	4.29673e-02
4.71886e+02	4.30725e-02
4.72586e+02	4.31780e-02
4.73287e+02	4.32839e-02
4.73987e+02	4.33902e-02
4.74687e+02	4.34970e-02
4.75388e+02	4.36041e-02
4.76088e+02	4.37116e-02
4.76788e+02	4.38195e-02
4.77489e+02	4.39278e-02
4.78189e+02	4.40365e-02
4.78889e+02	4.41457e-02
4.79590e+02	4.42552e-02
4.80290e+02	4.43652e-02
4.80990e+02	4.44755e-02
4.81691e+02	4.45863e-02
4.82391e+02	4.46975e-02
4.83092e+02	4.48091e-02
4.83792e+02	4.49212e-02
4.84492e+02	4.50336e-02
4.85193e+02	4.51465e-02
4.85893e+02	4.52599e-02
4.86593e+02	4.53736e-02
4.87294e+02	4.54878e-02
4.87994e+02	4.56024e-02
4.88694e+02	4.57175e-02
4.89395e+02	4.58330e-02
4.90095e+02	4.59489e-02
4.90795e+02	4.60653e-02
4.91496e+02	4.61822e-02
4.92196e+02	4.62994e-02
4.92896e+02	4.64172e-02
4.93597e+02	4.65354e-02
4.94297e+02	4.66540e-02
4.94997e+02	4.67731e-02
4.95698e+02	4.68927e-02
4.96398e+02	4.70127e-02
4.97099e+02	4.71332e-02
4.97799e+02	4.72542e-02
4.98499e+02	4.73756e-02
4.99200e+02	4.74975e-02
4.99900e+02	4.76199e-02
5.00600e+02	4.77427e-02
5.01301e+02	4.78661e-02
5.02001e+02	4.79899e-02
5.02701e+02	4.81142e-02
5.03402e+02	4.82390e-02
5.04102e+02	4.83643e-02
5.04802e+02	4.84900e-02
5.05503e+02	4.86163e-02
5.06203e+02	4.87431e-02
5.06903e+02	4.88704e-02
5.07604e+02	4.89981e-02
5.08304e+02	4.91264e-02
5.09005e+02	4.92552e-02
5.09705e+02	4.93845e-02
5.10405e+02	4.95143e-02
5.11106e+02	4.96447e-02
5.11806e+02	4.97755e-02
5.12506e+02	4.99069e-02
5.13207e+02	5.00388e-02
5.13907e+02	5.01713e-02
5.14607e+02	5.03042e-02
5.15308e+02	5.04377e-02
5.16008e+02	5.05718e-02
5.16708e+02	5.07063e-02
5.17409e+02	5.08414e-02
5.18109e+02	5.09771e-02
5.18809e+02	5.11133e-02
5.19510e+02	5.12501e-02
5.20210e+02	5.13874e-02
5.20910e+02	5.15253e-02
5.21611e+02	5.16637e-02
5.22311e+02	5.18027e-02
5.23012e+02	5.19423e-02
5.23712e+02	5.20824e-02
5.24412e+02	5.22232e-02
5.25113e+02	5.23644e-02
5.25813e+02	5.25063e-02
5.26513e+02	5.26488e-02
