# File written by the predict_spectrum.py script.
# frequency (cm^-1)	Intensity
4.66283e+02	1.89849e+02
4.66983e+02	1.88562e+02
4.67684e+02	1.87289e+02
4.68384e+02	1.86028e+02
4.69085e+02	1.84780e+02
4.69785e+02	1.83544e+02
4.70485e+02	1.82321e+02
4.71186e+02	1.81110e+02
4.71886e+02	1.79911e+02
4.72586e+02	1.78724e+02
4.73287e+02	1.77549e+02
4.73987e+02	1.76385e+02
4.74687e+02	1.75233e+02
4.75388e+02	1.74092e+02
4.76088e+02	1.72962e+02
4.76788e+02	1.71843e+02
4.77489e+02	1.70735e+02
4.78189e+02	1.69638e+02
4.78889e+02	1.68551e+02
4.79590e+02	1.67474e+02
4.80290e+02	1.66408e+02
4.80990e+02	1.65352e+02
4.81691e+02	1.64306e+02
4.82391e+02	1.63270e+02
4.83092e+02	1.62244e+02
4.83792e+02	1.61228e+02
4.84492e+02	1.60221e+02
4.85193e+02	1.59223e+02
4.85893e+02	1.58235e+02
4.86593e+02	1.57256e+02
4.87294e+02	1.56285e+02
4.87994e+02	1.55324e+02
4.88694e+02	1.54372e+02
4.89395e+02	1.53429e+02
4.90095e+02	1.52494e+02
4.90795e+02	1.51567e+02
4.91496e+02	1.50649e+02
4.92196e+02	1.49740e+02
4.92896e+02	1.48839e+02
4.93597e+02	1.47945e+02
4.94297e+02	1.47060e+02
4.94997e+02	1.46183e+02
4.95698e+02	1.45313e+02
4.96398e+02	1.44452e+02
4.97099e+02	1.43598e+02
4.97799e+02	1.42751e+02
4.98499e+02	1.41912e+02
4.99200e+02	1.41080e+02
4.99900e+02	1.40256e+02
5.00600e+02	1.39439e+02
5.01301e+02	1.38629e+02
5.02001e+02	1.37826e+02
5.02701e+02	1.37030e+02
5.03402e+02	1.36241e+02
5.04102e+02	1.35459e+02
5.04802e+02	1.34683e+02
5.05503e+02	1.33914e+02
5.06203e+02	1.33152e+02
5.06903e+02	1.32396e+02
5.07604e+02	1.31647e+02
5.08304e+02	1.30903e+02
5.09005e+02	1.30167e+02
5.09705e+02	1.29436e+02
5.10405e+02	1.28712e+02
5.11106e+02	1.27993e+02
5.11806e+02	1.27281e+02
5.12506e+02	1.26574e+02
5.13207e+02	1.25874e+02
5.13907e+02	1.25179e+02
5.14607e+02	1.24490e+02
5.15308e+02	1.23807e+02
5.16008e+02	1.23129e+02
5.16708e+02	1.22457e+02
5.17409e+02	1.21790e+02
5.18109e+02	1.21129e+02
5.18809e+02	1.20473e+02
5.19510e+02	1.19823e+02
5.20210e+02	1.19177e+02
5.20910e+02	1.18537e+02
5.21611e+02	1.17902e+02
5.22311e+02	1.17273e+02
5.23012e+02	1.16648e+02
5.23712e+02	1.16028e+02
5.24412e+02	1.15413e+02
5.25113e+02	1.14803e+02
5.25813e+02	1.14198e+02
5.26513e+02	1.13597e+02
5.27214e+02	1.13002e+02
5.27914e+02	1.12411e+02
5.28614e+02	1.11824e+02
5.29315e+02	1.11243e+02
5.30015e+02	1.10665e+02
5.30715e+02	1.10093e+02
5.31416e+02	1.09524e+02
5.32116e+02	1.08960e+02
5.32816e+02	1.08401e+02
5.33517e+02	1.07846e+02
5.34217e+02	1.07295e+02
5.34917e+02	1.06748e+02
5.35618e+02	1.06205e+02
5.36318e+02	1.05667e+02
5.37019e+02	1.05132e+02
5.37719e+02	1.04602e+02
5.38419e+02	1.04076e+02
5.39120e+02	1.03553e+02
5.39820e+02	1.03035e+02
5.40520e+02	1.02520e+02
5.41221e+02	1.02009e+02
5.41921e+02	1.01502e+02
5.42621e+02	1.00999e+02
5.43322e+02	1.00500e+02
5.44022e+02	1.00004e+02
5.44722e+02	9.95121e+01
5.45423e+02	9.90237e+01
5.46123e+02	9.85389e+01
5.46823e+02	9.80576e+01
5.47524e+02	9.75799e+01
5.48224e+02	9.71056e+01
5.48924e+02	9.66348e+01
5.49625e+02	9.61674e+01
5.50325e+02	9.57034e+01
5.51026e+02	9.52427e+01
5.51726e+02	9.47854e+01
5.52426e+02	9.43313e+01
5.53127e+02	9.38805e+01
5.53827e+02	9.34329e+01
5.54527e+02	9.29886e+01
5.55228e+02	9.25474e+01
5.55928e+02	9.21093e+01
5.56628e+02	9.16743e+01
5.57329e+02	9.12424e+01
5.58029e+02	9.08136e+01
5.58729e+02	9.03878e+01
5.59430e+02	8.99649e+01
5.60130e+02	8.95451e+01
5.60830e+02	8.91281e+01
5.61531e+02	8.87141e+01
5.62231e+02	8.83029e+01
5.62931e+02	8.78946e+01
5.63632e+02	8.74892e+01
5.64332e+02	8.70865e+01
5.65033e+02	8.66866e+01
5.65733e+02	8.62895e+01
5.66433e+02	8.58951e+01
5.67134e+02	8.55033e+01
5.67834e+02	8.51143e+01
5.68534e+02	8.47279e+01
5.69235e+02	8.43442e+01
5.69935e+02	8.39630e+01
5.70635e+02	8.35844e+01
5.71336e+02	8.32084e+01
5.72036e+02	8.28349e+01
5.72736e+02	8.24639e+01
5.73437e+02	8.20954e+01
5.74137e+02	8.17294e+01
5.74837e+02	8.13658e+01
5.75538e+02	8.10047e+01
5.76238e+02	8.06459e+01
5.76938e+02	8.02895e+01
5.77639e+02	7.99355e+01
5.78339e+02	7.95838e+01
5.79040e+02	7.92345e+01
5.79740e+02	7.88874e+01
5.80440e+02	7.85426e+01
5.81141e+02	7.82001e+01
5.81841e+02	7.78598e+01
5.82541e+02	7.75217e+01
5.83242e+02	7.71858e+01
5.83942e+02	7.68521e+01
5.84642e+02	7.65206e+01
5.85343e+02	7.61912e+01
5.86043e+02	7.58639e+01
5.86743e+02	7.55388e+01
5.87444e+02	7.52157e+01
5.88144e+02	7.48947e+01
5.88844e+02	7.45757e+01
5.89545e+02	7.42588e+01
5.90245e+02	7.39439e+01
5.90945e+02	7.36310e+01
5.91646e+02	7.33201e+01
5.92346e+02	7.30111e+01
5.93047e+02	7.27041e+01
5.93747e+02	7.23990e+01
5.94447e+02	7.20959e+01
5.95148e+02	7.17946e+01
5.95848e+02	7.14952e+01
5.96548e+02	7.11977e+01
5.97249e+02	7.09021e+01
5.97949e+02	7.06083e+01
5.98649e+02	7.03163e+01
5.99350e+02	7.00261e+01
6.00050e+02	6.97378e+01
6.00750e+02	6.94512e+01
6.01451e+02	6.91663e+01
6.02151e+02	6.88832e+01
6.02851e+02	6.86019e+01
6.03552e+02	6.83223e+01
6.04252e+02	6.80443e+01
6.04952e+02	6.77681e+01
6.05653e+02	6.74935e+01
6.06353e+02	6.72207e+01
6.07054e+02	6.69494e+01
6.07754e+02	6.66798e+01
6.08454e+02	6.64119e+01
6.09155e+02	6.61455e+01
6.09855e+02	6.58808e+01
6.10555e+02	6.56176e+01
6.11256e+02	6.53560e+01
6.11956e+02	6.50960e+01
6.12656e+02	6.48375e+01
6.13357e+02	6.45805e+01
6.14057e+02	6.43251e+01
6.14757e+02	6.40712e+01
6.15458e+02	6.38188e+01
6.16158e+02	6.35679e+01
6.16858e+02	6.33185e+01
6.17559e+02	6.30705e+01
6.18259e+02	6.28240e+01
6.18959e+02	6.25789e+01
6.19660e+02	6.23353e+01
6.20360e+02	6.20931e+01
6.21061e+02	6.18522e+01
6.21761e+02	6.16128e+01
6.22461e+02	6.13748e+01
6.23162e+02	6.11382e+01
6.23862e+02	6.09029e+01
6.24562e+02	6.06690e+01
6.25263e+02	6.04364e+01
6.25963e+02	6.02051e+01
6.26663e+02	5.99752e+01
6.27364e+02	5.97466e+01
6.28064e+02	5.95193e+01
6.28764e+02	5.92933e+01
6.29465e+02	5.90686e+01
6.30165e+02	5.88452e+01
6.30865e+02	5.86230e+01
6.31566e+02	5.84021e+01
6.32266e+02	5.81824e+01
6.32966e+02	5.79640e+01
6.33667e+02	5.77468e+01
6.34367e+02	5.75308e+01
6.35068e+02	5.73160e+01
6.35768e+02	5.71024e+01
6.36468e+02	5.68901e+01
6.37169e+02	5.66789e+01
6.37869e+02	5.64688e+01
6.38569e+02	5.62600e+01
6.39270e+02	5.60523e+01
6.39970e+02	5.58457e+01
6.40670e+02	5.56403e+01
6.41371e+02	5.54360e+01
6.42071e+02	5.52329e+01
6.42771e+02	5.50308e+01
6.43472e+02	5.48299e+01
6.44172e+02	5.46301e+01
6.44872e+02	5.44313e+01
6.45573e+02	5.42337e+01
6.46273e+02	5.40371e+01
6.46973e+02	5.38416e+01
6.47674e+02	5.36471e+01
6.48374e+02	5.34537e+01
6.49075e+02	5.32613e+01
6.49775e+02	5.30700e+01
6.50475e+02	5.28797e+01
6.51176e+02	5.26904e+01
6.51876e+02	5.25022e+01
6.52576e+02	5.23149e+01
6.53277e+02	5.21287e+01
6.53977e+02	5.19434e+01
6.54677e+02	5.17591e+01
6.55378e+02	5.15759e+01
6.56078e+02	5.13935e+01
6.56778e+02	5.12122e+01
6.57479e+02	5.10318e+01
6.58179e+02	5.08523e+01
6.58879e+02	5.06738e+01
6.59580e+02	5.04963e+01
6.60280e+02	5.03197e+01
6.60980e+02	5.01440e+01
6.61681e+02	4.99692e+01
6.62381e+02	4.97953e+01
6.63082e+02	4.96223e+01
6.63782e+02	4.94503e+01
6.64482e+02	4.92791e+01
6.65183e+02	4.91088e+01
6.65883e+02	4.89394e+01
6.66583e+02	4.87709e+01
6.67284e+02	4.86032e+01
6.67984e+02	4.84364e+01
6.68684e+02	4.82705e+01
6.69385e+02	4.81054e+01
6.70085e+02	4.79412e+01
6.70785e+02	4.77778e+01
6.71486e+02	4.76152e+01
6.72186e+02	4.74535e+01
6.72886e+02	4.72926e+01
6.73587e+02	4.71325e+01
6.74287e+02	4.69732e+01
6.74987e+02	4.68147e+01
6.75688e+02	4.66570e+01
6.76388e+02	4.65002e+01
6.77089e+02	4.63441e+01
6.77789e+02	4.61888e+01
6.78489e+02	4.60342e+01
6.79190e+02	4.58805e+01
6.79890e+02	4.57275e+01
6.80590e+02	4.55753e+01
6.81291e+02	4.54238e+01
6.81991e+02	4.52731e+01
6.82691e+02	4.51232e+01
6.83392e+02	4.49740e+01
6.84092e+02	4.48255e+01
6.84792e+02	4.46777e+01
6.85493e+02	4.45307e+01
6.86193e+02	4.43844e+01
6.86893e+02	4.42389e+01
6.87594e+02	4.40940e+01
6.88294e+02	4.39499e+01
6.88994e+02	4.38065e+01
6.89695e+02	4.36637e+01
6.90395e+02	4.35217e+01
6.91096e+02	4.33804e+01
6.91796e+02	4.32397e+01
6.92496e+02	4.30997e+01
6.93197e+02	4.29604e+01
